ID,Name,CreatedAt,FirstCommitTime,Days,LastCommitTime,Homepage,UserCount,Log(UC),AverageRating,RatingCount,ReviewCount,TwelveMonthContributorCount,TotalContributorCount,log(tc),TwelveMonthCommitCount,TotalCommitCount,TwelveMonth,Total,TotalCodeLines,Log(CoL),Log(DaysCount),DaysCount,MainLanguage,CvsRepository,GitRepository,SvnRepository,HgRepository,BzrRepository,SvnSyncRepository,RepoAtGithub?,Community,Documentation,Forums,Issue Trackers,IssueType,Mailing Lists,Other,CodeReview
7250,Eye of GNOME,2007-08-07 03:37:44 UTC,2002-04-12 06:06:55 UTC,4787天,2015-01-10 11:00:17 UTC,http://www.gnome.org/projects/eog,108,2.03342375548695,3.51852,27,0,69,587,2.76863810124761,230,6337,3.33333333333333,10.7955706984668,32534,4.51233746233294,3.68006342748195,4787天,C,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/browse.cgi?product=eog,bugzilla,,,
483139,Gunicorn,2010-05-22 09:12:38 UTC,2009-11-30 18:24:21 UTC,1998天,2014-12-22 20:53:19 UTC,http://gunicorn.org,33,1.51851393987789,4.6,5,0,63,174,2.2405492482826,442,1978,7.01587301587302,11.367816091954,13674,4.13589557556402,3.30059548388996,1998天,Python,0,1,0,0,0,0,TRUE,,,,https://github.com/benoitc/gunicorn/issues,Github,,,
4452,Totem,2007-02-15 16:01:18 UTC,2002-07-14 15:16:55 UTC,4694天,2015-01-20 10:45:48 UTC,http://projects.gnome.org/totem/,329,2.51719589794997,3.58025,81,0,86,496,2.6954816764902,674,8863,7.83720930232558,17.8689516129032,32482,4.51164276201688,3.67154308526257,4694天,C,0,1,0,0,0,0,FALSE,,"http://library.gnome.org/users/totem/stable/
",,https://bugzilla.gnome.org/browse.cgi?product=totem,bugzilla,,,
3870,ikiwiki,2006-12-23 07:19:02 UTC,1997-08-14 11:20:02 UTC,6489天,2014-06-29 22:19:54 UTC,https://github.com/schmonz/ikiwiki,31,1.49136169383427,4.6,15,0,122,888,2.9484129657786,771,18262,6.31967213114754,20.5653153153153,45168,4.65483086080284,3.81217777415875,6489天,Perl,0,3,0,0,0,0,TRUE,,,,http://ikiwiki.info/bugs/,Debian Bug report,,,
5185,Werkzeug,2007-05-08 22:32:14 UTC,2007-05-04 17:38:56 UTC,2939天,2015-01-01 11:50:29 UTC,http://werkzeug.pocoo.org/,37,1.56820172406699,4.6,15,0,33,146,2.16435285578444,329,2738,9.96969696969697,18.7534246575342,20474,4.31120269895076,3.46819958607261,2939天,Python,0,1,0,0,0,0,TRUE,,,,https://github.com/mitsuhiko/werkzeug/issues,Github,,,
3314,PHPUnit,2006-10-23 09:13:13 UTC,2006-06-29 13:40:49 UTC,3248天,2015-01-11 10:18:47 UTC,http://www.phpunit.de/,293,2.46686762035411,4.35556,89,0,51,186,2.26951294421792,848,5613,16.6274509803922,30.1774193548387,22904,4.35991133501354,3.51161602056914,3248天,PHP,0,1,0,0,0,0,TRUE,,,,https://github.com/sebastianbergmann/phpunit/issues,Github,,,
10465,Facter,2007-12-22 00:17:34 UTC,2010-11-03 20:55:58 UTC,1660天,2012-12-26 20:04:59 UTC,http://puppetlabs.com/puppet/related-projects/facter/,34,1.53147891704226,4.36364,11,1,57,127,2.10380372095596,706,1648,12.3859649122807,12.9763779527559,13150,4.11892575282578,3.22010808804005,1660天,Ruby,0,1,0,0,0,0,TRUE,,"http://reductivelabs.com/trac/facter
http://reductivelabs.com/redmine/projects/show/facter
",,https://tickets.puppetlabs.com/browse/FACT?_ga=1.126073999.327744782.1429980012,Atlassian JIRA,,,
32097,GParted,2008-12-06 20:46:32 UTC,2004-09-28 23:58:55 UTC,3887天,2015-01-07 09:01:48 UTC,http://gparted.org/,90,1.95424250943932,4.6087,23,0,37,199,2.29885307640971,163,2581,4.40540540540541,12.9698492462312,32055,4.50589578121975,3.58961454063127,3887天,C++,0,1,0,0,0,2,FALSE,,"http://gparted.org/documentation.php
http://gparted.org/faq.php
","http://gparted.org/forum.php
",http://gparted.org/bugs.php,bugzilla,,,
5888,pf,2007-06-08 03:53:03 UTC,1995-10-18 08:53:08 UTC,7155天,2013-11-19 17:30:08 UTC,http://www.benzedrine.cx/pf.html,70,1.84509804001426,4.95833,24,0,31,135,2.13033376849501,206,3382,6.64516129032258,25.0518518518519,60892,4.78456023870716,3.85460963809579,7155天,C,1,0,0,0,0,0,FALSE,,"http://www.openbsd.org/faq/pf/
",,dhartmei@openbsd.org,maillist,,,
3757,Pitivi,2006-12-06 20:20:51 UTC,2009-05-12 14:14:17 UTC,2200天,2014-12-27 15:41:14 UTC,http://github.com/jhoolmans,316,2.4996870826184,4.475,40,2,35,210,2.32221929473392,595,6236,17,29.6952380952381,19127,4.28164685786751,3.34242268082221,2200天,Python,0,1,0,0,0,0,FALSE,,"http://www.pitivi.org/manual
http://wiki.pitivi.org
",,"https://bugzilla.gnome.org
",bugzilla,,,
700,GNU Core Utilities,2006-10-11 03:33:28 UTC,1992-10-31 20:42:48 UTC,8237天,2015-02-23 00:57:37 UTC,http://savannah.gnu.org/projects/coreutils/,2442,3.38774565960886,4.5228,329,0,39,166,2.22010808804005,272,28029,6.97435897435897,168.849397590361,84879,4.9288002542929,3.91576906598368,8237天,C,0,1,0,0,0,0,FALSE,,,,http://debbugs.gnu.org/cgi/pkgreport.cgi?pkg=coreutils,Debbugs bug tracking system,,,
321145,gitg,2009-04-07 18:53:26 UTC,2008-06-23 22:04:20 UTC,2523天,2015-01-09 05:34:42 UTC,http://trac.novowork.com/gitg/,44,1.64345267648619,4.28571,14,0,57,126,2.10037054511756,375,2159,6.57894736842105,17.1349206349206,26477,4.42286877543325,3.40191725051757,2523天,Vala,0,1,0,0,0,0,FALSE,,,,,Trac,,,
586464,GNOME Boxes,2011-10-04 12:35:55 UTC,2011-10-04 13:04:10 UTC,1325天,2015-01-07 20:40:21 UTC,http://live.gnome.org/Boxes,65,1.81291335664286,4.25,4,0,98,169,2.22788670461367,785,2884,8.01020408163265,17.0650887573964,14629,4.16521463991033,3.12221587827283,1325天,Vala,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/browse.cgi?product=gnome-boxes,bugzilla,,,
9122,Seahorse,2007-10-13 17:31:33 UTC,2004-10-03 23:49:36 UTC,3882天,2015-01-06 22:25:40 UTC,http://www.gnome.org/projects/seahorse/,41,1.61278385671974,4,8,0,68,325,2.51188336097887,182,4198,2.67647058823529,12.9169230769231,43970,4.64315646561971,3.58905553105234,3882天,C,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/browse.cgi?product=seahorse,bugzilla,,,
599,RubyGems,2006-10-10 15:51:31 UTC,2005-05-29 20:30:53 UTC,3644天,2014-12-08 12:36:07 UTC,http://rubygems.org,664,2.82216807936802,4.08108,148,1,65,197,2.29446622616159,763,6098,11.7384615384615,30.9543147208122,42207,4.62538448435654,3.56157836830096,3644天,Ruby,0,1,0,0,0,0,TRUE,,,,https://github.com/rubygems/rubygems/issues,Github,,,
467358,Sass,2009-10-26 00:02:11 UTC,2008-02-11 00:52:27 UTC,2656天,2014-11-25 22:16:37 UTC,http://sass-lang.com/,57,1.75587485567249,4.6,10,0,40,175,2.24303804868629,527,5901,13.175,33.72,31449,4.49760684051621,3.42422807069598,2656天,Ruby,0,1,0,0,0,0,TRUE,,,,https://github.com/sass/sass/issues,Github,,,
5803,Superior Lisp Interaction Mode for Emacs,2007-06-05 06:44:12 UTC,2003-09-14 21:52:10 UTC,4267天,2015-01-02 20:04:06 UTC,http://common-lisp.net/project/slime/,115,2.06069784035361,4.86957,46,0,31,57,1.75587485567249,339,5324,10.9354838709677,93.4035087719298,50642,4.70451084890132,3.63012264285931,4267天,Lisp,0,1,0,0,0,0,TRUE,,"http://common-lisp.net/project/slime/doc/html/
",,https://github.com/slime/slime/issues,Github,,,
7915,gedit,2007-08-23 17:23:08 UTC,1998-05-03 01:27:36 UTC,6227天,2015-01-19 21:03:58 UTC,http://www.gnome.org/projects/gedit/,529,2.72345567203519,4.25735,136,0,121,690,2.83884909073725,1019,10103,8.42148760330578,14.6420289855072,73926,4.86879720795696,3.7942788657214,6227天,C,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/,bugzilla,,,
5902,ZNC,2007-06-08 18:52:01 UTC,2007-04-11 15:18:21 UTC,2962天,2015-01-04 11:26:07 UTC,http://znc.in,33,1.51851393987789,4.66667,9,2,36,97,1.98677173426624,494,3734,13.7222222222222,38.4948453608247,37287,4.57155744273762,3.47158505418519,2962天,C++,0,1,0,0,0,0,TRUE,,,,https://github.com/znc/znc/issues,Github,,,
11794,cabal,2008-02-16 20:34:09 UTC,2005-07-26 01:07:38 UTC,3586天,2015-01-06 13:53:20 UTC,http://haskell.org/cabal/,60,1.77815125038364,4.26667,15,0,72,212,2.32633586092875,719,5581,9.98611111111111,26.3254716981132,45267,4.65578171325783,3.55461028522616,3586天,Haskell,0,1,0,0,0,0,TRUE,,,,https://github.com/haskell/cabal/issues,Github,,,
4508,Pacman,2007-02-20 19:57:19 UTC,2007-12-04 23:50:29 UTC,2725天,2015-01-02 11:43:56 UTC,http://www.archlinux.org/pacman/,98,1.99122607569249,4.65625,32,1,32,212,2.32633586092875,332,5912,10.375,27.8867924528302,34776,4.54127962718278,3.43536650661266,2725天,C,0,1,0,0,0,0,FALSE,,,,https://bugs.archlinux.org/index.php?project=3,flyspray,,,
88,JUnit,2006-10-10 15:51:31 UTC,2009-02-03 03:37:43 UTC,2298天,2015-01-04 21:20:25 UTC,http://www.junit.org,1532,3.18525876529658,4.38608,316,0,46,123,2.0899051114394,287,2015,6.23913043478261,16.3821138211382,29562,4.47073381265855,3.36135002435227,2298天,Java,0,1,0,0,0,0,TRUE,,,,https://github.com/junit-team/junit/issues,Github,,,
3524,Bugzilla,2006-11-05 22:44:05 UTC,2000-12-06 06:36:25 UTC,5279天,2015-01-08 17:13:35 UTC,http://www.bugzilla.org/,312,2.49415459401844,3.84,100,6,35,145,2.16136800223497,409,9274,11.6857142857143,63.9586206896552,67987,4.83242587788258,3.72255166200096,5279天,Perl,0,1,0,0,0,0,FALSE,,"http://www.bugzilla.org/docs/tip/html/
https://landfill.bugzilla.org/bugzilla-tip/
",,https://bugzilla.mozilla.org/query.cgi?resolution=---&resolution=DUPLICATE&product=Bugzilla,bugzilla,,,
6093,Epiphany,2007-06-17 10:57:30 UTC,2003-01-12 21:20:02 UTC,4512天,2015-01-07 08:00:57 UTC,http://www.gnome.org/projects/epiphany/,166,2.22010808804005,4.01786,56,3,88,561,2.74896286125616,537,11424,6.10227272727273,20.3636363636364,59588,4.77515880909419,3.65436909097529,4512天,C,0,1,0,0,0,0,FALSE,,"http://blogs.gnome.org/epiphany/
http://live.gnome.org/Epiphany/
",,https://bugzilla.gnome.org/browse.cgi?product=epiphany,bugzilla,,,
349057,Kohana v3,2009-07-08 02:12:07 UTC,2008-12-05 01:37:18 UTC,2358天,2015-01-05 20:10:33 UTC,http://kohanaframework.org/,94,1.9731278535997,4.65714,35,0,32,207,2.31597034545692,299,6359,9.34375,30.719806763285,33996,4.53142782056806,3.37254380075907,2358天,PHP,0,10,0,0,0,0,TRUE,,"http://www.ohloh.net/p/Kohana
http://kohanaframework.org/guide/about.kohana
http://kerkness.ca/wiki/doku.php
","http://forum.kohanaframework.org
",https://github.com/kohana/kohana/issues,Github,,,
9099,iproute2,2007-10-12 12:12:07 UTC,2004-04-15 20:53:01 UTC,4053天,2015-02-10 23:20:57 UTC,http://www.linuxfoundation.org/collaborate/workgroups/networking/iproute2,71,1.85125834871908,4.52941,17,0,51,214,2.33041377334919,247,1993,4.84313725490196,9.31308411214953,59554,4.77491093659271,3.60777660374169,4053天,C,0,1,0,0,0,0,FALSE,,,,https://bugs.debian.org/cgi-bin/pkgreport.cgi?pkg=iproute2;dist=unstable,Debian Bug report,,,
12554,apt - Advanced Package Tool,2008-03-06 02:18:58 UTC,2003-04-06 16:04:51 UTC,4428天,2014-12-23 13:11:13 UTC,https://wiki.debian.org/Apt,49,1.69019608002851,4.64286,14,0,43,117,2.06818586174616,548,6797,12.7441860465116,58.0940170940171,66370,4.82197181764204,3.64620761220668,4428天,C++,0,1,0,0,0,0,FALSE,,,,https://bugs.debian.org/cgi-bin/pkgreport.cgi?pkg=apt;dist=unstable,Debian Bug report,"http://lists.debian.org/deity/
",,
7285,Ekiga,2007-08-08 04:11:16 UTC,2001-08-20 15:18:47 UTC,5022天,2015-01-08 21:21:08 UTC,http://ekiga.org/,63,1.79934054945358,3.7619,21,0,34,351,2.54530711646582,509,9401,14.9705882352941,26.7834757834758,76432,4.88327522393928,3.7008767083769,5022天,C++,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/enter_bug.cgi?product=ekiga,bugzilla,,,
125868,Rygel,2009-01-03 14:21:23 UTC,2009-04-21 22:31:59 UTC,2221天,2015-01-09 01:31:08 UTC,http://live.gnome.org/Rygel,74,1.86923171973098,4.5,10,0,62,182,2.26007138798507,291,4873,4.69354838709677,26.7747252747253,34650,4.53970323894782,3.34654855854847,2221天,Vala,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/browse.cgi?product=Rygel,bugzilla,,,
1322,TinyMCE,2006-10-11 23:47:43 UTC,2006-06-19 08:46:43 UTC,3258天,2015-01-14 01:35:08 UTC,http://tinymce.moxiecode.com,243,2.38560627359831,4.1039,77,4,43,133,2.12385164096709,789,4723,18.3488372093023,35.5112781954887,55539,4.74459805585371,3.51295107997249,3258天,JavaScript,0,1,0,0,0,0,TRUE,,"http://wiki.moxiecode.com
","http://tinymce.moxiecode.com/forum/
",http://www.tinymce.com/develop/develop.php,TinyMCE,,,
12929,Sphinx documentation builder,2008-03-22 13:01:49 UTC,2007-07-23 08:56:48 UTC,2859天,2015-01-19 18:50:05 UTC,http://sphinx-doc.org/,110,2.04139268515822,4.58696,46,0,41,190,2.27875360095283,660,5252,16.0975609756098,27.6421052631579,51568,4.71238028816826,3.45621415535799,2859天,Python,0,1,0,0,0,0,TRUE,"http://sphinx-doc.org/develop.html
","http://sphinx-doc.org/
",,"https://github.com/sphinx-doc/sphinx/issues
",Github,"https://groups.google.com/forum/#!forum/sphinx-dev
https://groups.google.com/forum/#!forum/sphinx-users
",,
164,Checkstyle,2006-10-10 15:51:31 UTC,2001-06-22 13:15:09 UTC,5081天,2015-01-05 20:02:48 UTC,http://checkstyle.sourceforge.net,336,2.52633927738984,3.90909,66,0,37,49,1.69019608002851,471,3166,12.7297297297297,64.6122448979592,92138,4.96443878097515,3.7059491949103,5081天,Java,0,1,0,0,0,0,TRUE,,,,https://github.com/checkstyle/checkstyle/issues,Github,,,
10044,Nautilus,2007-12-04 13:25:47 UTC,2000-04-17 22:13:08 UTC,5512天,2015-01-05 19:07:51 UTC,https://wiki.gnome.org/Apps/Nautilus,384,2.58433122436753,3.93396,106,0,102,770,2.88649072517248,330,17809,3.23529411764706,23.1285714285714,100896,5.00387394906781,3.74130920889957,5512天,C,0,1,0,0,0,0,FALSE,,,,"https://bugzilla.gnome.org/browse.cgi?product=nautilus
",bugzilla,,,
7682,dpkg,2007-08-12 13:59:51 UTC,2006-01-20 03:18:46 UTC,3408天,2014-12-23 18:19:32 UTC,http://wiki.debian.org/Teams/Dpkg/,409,2.61172330800734,4.45455,77,0,48,203,2.30749603791321,796,8607,16.5833333333333,42.3990147783251,63613,4.80354587746182,3.53249958609466,3408天,C,0,3,0,0,0,0,FALSE,,"http://dpkg.alioth.debian.org/doc/
http://dpkg.alioth.debian.org/coverage/
",,"http://bugs.debian.org/src:dpkg
",debian,"https://lists.debian.org/debian-dpkg/
","http://dpkg.alioth.debian.org/stats/
",
11788,PHP_CodeSniffer,2008-02-16 17:47:35 UTC,2006-09-07 09:58:24 UTC,3178天,2015-01-05 09:09:47 UTC,http://pear.php.net/package/PHP_CodeSniffer,55,1.74036268949424,4.52381,21,0,34,91,1.95904139232109,707,2933,20.7941176470588,32.2307692307692,59561,4.77496198073286,3.50215389287136,3178天,PHP,0,1,0,0,0,0,TRUE,,"http://pear.php.net/manual/en/package.php.php-codesniffer.php
","http://pear.php.net/bugs/search.php?cmd=display&package_name[0]=PHP_CodeSniffer
",https://pear.php.net/bugs/report.php?package=PHP_CodeSniffer,PEAR Bug Tracking,,,
3974,Gnus,2007-01-12 11:40:41 UTC,1997-03-04 01:26:40 UTC,6652天,2015-01-02 12:47:24 UTC,http://gnus.org/,84,1.92427928606188,4.55882,34,0,35,133,2.12385164096709,218,12446,6.22857142857143,93.5789473684211,127621,5.10592214330142,3.82295224054748,6652天,Emacs Lisp,0,1,0,0,0,0,FALSE,,,,bugs@gnus.org,maillist,,,
16,zsh,2006-10-10 15:51:31 UTC,2000-04-01 20:43:43 UTC,5528天,2014-11-26 20:58:36 UTC,http://zsh.sourceforge.net/,589,2.7701152947871,4.64444,180,6,55,98,1.99122607569249,496,8202,9.01818181818182,83.6938775510204,108374,5.03492510313492,3.74256803436614,5528天,C,0,1,0,0,0,0,FALSE,,"http://zsh.sourceforge.net/Guide/
http://zsh.sourceforge.net/Doc/
",,http://sourceforge.net/p/zsh/bugs/,sourceforge,,,
8574,Bitbake,2007-09-18 16:18:42 UTC,2006-02-15 12:59:47 UTC,3382天,2015-02-13 21:58:14 UTC,http://developer.berlios.de/projects/bitbake/,38,1.57978359661681,4.44444,9,0,62,139,2.14301480025409,763,4684,12.3064516129032,33.6978417266187,67960,4.83225337019701,3.52917360326172,3382天,Python,0,1,0,0,0,0,FALSE,,,,https://bugzilla.yoctoproject.org/,bugzilla,,,
484644,CoffeeScript,2010-08-09 10:14:18 UTC,2009-12-13 22:07:16 UTC,1985天,2015-01-10 15:52:02 UTC,http://www.coffeescript.org/,48,1.68124123737559,4.4,5,0,36,184,2.26481782300954,194,3850,5.38888888888889,20.9239130434783,41680,4.61992771029147,3.29776051109913,1985天,JavaScript,0,1,0,0,0,0,TRUE,,,,http://github.com/jashkenas/coffeescript/issues,Github,,,
4014,jQuery,2007-01-15 20:14:11 UTC,2006-12-19 04:31:33 UTC,3075天,2015-01-07 03:15:53 UTC,http://jquery.com/,3020,3.48000694295715,4.71321,795,6,44,330,2.51851393987789,239,11902,5.43181818181818,36.0666666666667,65041,4.81318720987911,3.48784512011144,3075天,JavaScript,0,1,1,0,0,0,TRUE,,"http://docs.jquery.com/
http://docs.jquery.com/Tutorials
http://planet.jquery.com/
http://jqueryjs.googlecode.com/files/jquery-1.3.2-release.zip
","http://groups.google.com/group/jquery-en
http://groups.google.com/group/jquery-dev
http://plugins.jquery.com/
",https://github.com/jquery/jquery/issues,Github,,"http://code.google.com/p/jqueryjs
",
5329,Metasploit Framework,2007-05-13 23:08:13 UTC,1970-01-01 00:02:02 UTC,16576天,2015-01-05 16:31:28 UTC,http://www.metasploit.com/framework/,48,1.68124123737559,4.57895,19,0,208,453,2.65609820201283,7349,30033,35.3317307692308,66.2980132450331,360511,5.5569185205573,4.21947973806514,16576天,Ruby,0,1,0,0,0,0,TRUE,"https://community.rapid7.com/welcome
",,,https://github.com/rapid7/metasploit-framework/issues,Github,,,
16994,Mockito,2008-09-30 17:46:23 UTC,2007-11-15 10:29:55 UTC,2744天,2015-01-04 12:44:24 UTC,https://github.com/mockito/mockito,106,2.02530586526477,4.72973,37,0,32,60,1.77815125038364,580,2520,18.125,42,60157,4.77928617007141,3.43838410703471,2744天,Java,0,1,0,0,0,0,TRUE,,,,https://github.com/mockito/mockito/issues,Github,,,
8636,Cython,2007-09-21 08:47:44 UTC,2007-01-10 09:06:30 UTC,3053天,2014-11-28 14:46:58 UTC,http://www.cython.org/,60,1.77815125038364,4.90476,21,0,39,178,2.25042000230889,1341,9800,34.3846153846154,55.0561797752809,70226,4.84649793215827,3.48472680429866,3053天,Python,0,1,0,0,0,0,TRUE,,"http://www.cython.org/
http://docs.cython.org/
http://wiki.cython.org/
","http://hg.cython.org/
http://trac.cython.org/cython_trac
",http://trac.cython.org/,Trac,,,
13343,Sinatra,2008-04-14 04:18:33 UTC,2008-09-08 18:24:35 UTC,2446天,2014-12-18 03:28:13 UTC,http://www.sinatrarb.com,81,1.90848501887865,4.90323,31,0,66,433,2.63648789635337,401,7701,6.07575757575758,17.7852193995381,56742,4.75390463941993,3.38845645270027,2446天,Ruby,0,5,0,0,0,0,TRUE,,,,https://github.com/sinatra/sinatra/issues,Github,,,
3676,cURL,2006-11-26 23:21:35 UTC,1989-12-31 23:00:00 UTC,9272天,2015-01-04 22:58:19 UTC,http://curl.haxx.se/,1079,3.03302144468291,4.40957,188,2,92,306,2.48572142648158,2021,22864,21.9673913043478,74.718954248366,221111,5.34461034873189,3.96717342295554,9272天,C,0,2,0,0,0,0,TRUE,,"http://curl.haxx.se/docs/
",,https://github.com/bagder/curl/issues,Github,,,
3976,DokuWiki,2007-01-12 12:04:06 UTC,2005-01-12 20:24:54 UTC,3781天,2014-12-30 11:01:52 UTC,http://www.dokuwiki.org/,213,2.32837960343874,4.53488,86,5,129,677,2.83058866868514,985,7773,7.63565891472868,11.4815361890694,94159,4.97386183750755,3.57760667736254,3781天,PHP,0,1,0,0,0,0,TRUE,,"http://www.dokuwiki.org/manual
http://www.dokuwiki.org/plugins
http://www.dokuwiki.org/template:monobook
","http://forum.dokuwiki.org
","http://bugs.dokuwiki.org/
",flyspray,,,
4987,Glade User Interface Designer,2007-04-24 14:14:53 UTC,2004-10-22 16:19:39 UTC,3863天,2015-01-05 00:26:59 UTC,http://glade.gnome.org/,113,2.05307844348342,4,36,0,53,280,2.44715803134222,265,4132,5,14.7571428571429,102619,5.01122777823402,3.58692470814482,3863天,C,0,1,0,0,0,0,FALSE,,,,https://bugzilla.gnome.org/buglist.cgi?bug_status=UNCONFIRMED&bug_status=NEW&bug_status=ASSIGNED&bug_status=REOPENED&product=glade&query_format=advanced,bugzilla,,,
